Year,Field-Location,RecId,Source,Pedigree,Replicate,Block,Plot,Range,Pass,"LOCAL_CHECK (Yes, No[Blank])",Plot Length Field,Alley Length,Row Spacing,Plot Area,Rows/Plot,Packet/Plot,Kernels/Packet,# Seed,Date Planted,Date Harvested,Anthesis [date],Silking [date],Pollen DAP [days],Silk DAP [days],Plant Height [cm],Ear Height [cm],Stand Count [plants],Root Lodging [plants],Stalk Lodging [plants],Grain Moisture [%],Test Weight [lbs/bu],Plot Weight [lbs],Grain Yield [bu/A],"Plot Discarded [enter ""yes"" or ""blank""]",Comments,"Filler [enter ""filler"" or ""blank""]",[add additional measurements here]
2014,IAH2,2185176,13WJWE:LH198:3478,PHN11_LH145_0085/LH198,1,5,170,18,74,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,250,100,63,2,2,17.6,58.7,16.94,151.1697263,,,,
2014,TXH1,2218827,WE13-195ISO-138-X-POL-195,M0039/LH195,2,1,4,11,19,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/26/14,86,86,196,89,63,,,11.4,57.7,19.42,150.8470368,,,,
2014,TXH2,2219009,13SAJL:NURSE:0181,LH74/TX205,1,8,178,10,18,,20,2,30,90,,,,,4/23/14,9/30/14,7/13/14,7/14/14,81,82,208,88,63,0,4,16,58.9,17.53,150.612781,,,,
2014,ILH1,2210692,13WJWE:LH198:3811,Z022E0166/LH198,2,5,170,10,67,,20,3,30,87.5,,,,,5/6/14,10/7/14,7/14/14,7/16/14,69,71,216,109,63,0,0,19.7,55.2,17.82,150.5422237,,,,
2014,NYH1,2214510,13SAJL:NURSE:0189,B73/TX205,1,1,33,1,33,,21,4,30,85,,,,80,5/29/14,12/8/14,8/12/14,,75,,266,155,63,0,20,27.6,,19.16,150.2305579,,,,
2014,IAH2,2185420,13WJWE:LH198:3502,PHN11_PHG47_0048/LH198,2,8,242,51,74,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,225,100,63,0,0,20.2,57.5,17.36,150.0295551,,,,
2014,NEH1,2213037,13WJWE:LH185:2070,M0028/LH185,2,6,213,14,11,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/18/14,7/18/14,63,63,206,97,63,0,5,13.7,60.9,16.5,149.8062117,,,,
2014,IAH4,2186211,13WJWE:LH185:2316,MO44_LH145_0138/LH185,1,2,68,8,42,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,251,102,63,0,0,17.3,56.6,16.68,149.3914577,,,,
2014,ILH1,2210504,13WJWE:LH198:3394,MOG_LH145_0175/LH198,1,5,90,6,27,,20,3,30,87.5,,,,,5/6/14,9/30/14,7/10/14,7/11/14,65,66,235,137,63,0,28,16.8,56,17.06,149.3266888,,,,
2014,MOH2,2212405,WE13-80ISO-171-X-POL-80,M0276/PB80,2,1,3,11,4,,20,3,36,102,,,,70,5/5/14,11/13/14,7/2/14,7/2/14,58,58,188,97,63,0,0,12.2,,18.84,149.285758,,,,
2014,IAH1a,2184594,13WJWE:LH198:3040,M0024/LH198,1,2,24,4,28,,20,3,30,85,,,,72,5/17/14,10/21/14,7/23/14,7/25/14,67,69,229,113,63,0,0,16.8,53.9,16.51,148.7628907,,,,
2014,IAH2,2167900,13WJWE:LH198:3220,M0085/LH198,1,2,32,5,73,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,230,95,63,0,1,19.3,55.7,17.01,148.6627142,,,,
2014,NYH1,2214578,13WJWE:CG102:1103,M0114/CG102,1,4,89,3,15,,21,4,30,85,,,,80,5/29/14,12/8/14,8/1/14,,64,,241,139,63,0,3,17.5,,16.63,148.5834393,,,,
2014,IAH1c,2187336,13WJWE:CG102:1008,M0027/CG102,2,6,166,37,12,,20,3,30,85,,,,72,5/9/14,10/20/14,7/13/14,7/14/14,65,66,210,85,63,0,1,17.7,57.3,16.66,148.4906271,,,,
2014,MNH1,2235822,13WJWE:CG102:1269,PHW65_MOG_0511/CG102,2,1,53,9,10,,28,6,30,110,,,,40,5/16/14,10/16/14,7/21/14,7/24/14,66,69,194,87,63,1,0,21.1,59.1,22.45,148.2326246,,,,
2014,NYH1,2214806,13WJWE:CG102:1041,M0087/CG102,2,5,158,12,10,,21,4,30,85,,,,80,5/29/14,12/8/14,7/27/14,,59,,254,109,63,0,3,16.9,,16.47,148.2241035,,,,
2014,MOH2,2212424,WE13-80ISO-183-X-POL-80,M0266/PB80,2,1,26,11,27,,20,3,36,102,,,,70,5/5/14,11/13/14,7/5/14,7/6/14,61,62,192,105,63,0,0,12.8,,18.77,147.7147013,,,,
2014,IAH1a,2184999,13WJWE:LH185:2316,MO44_LH145_0138/LH185,2,9,260,27,35,,20,3,30,85,,,,72,5/17/14,10/21/14,7/21/14,7/23/14,65,67,196,88,63,0,0,21,54,17.23,147.4132693,,,,
2014,NEH1,2213124,13WJWE:LH185:2664,Z013E0032/LH185,2,7,251,15,30,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/18/14,7/20/14,63,65,211,90,63,0,4,19.1,57.6,17.28,147.0711003,,,,
2014,MNH1,2235829,13WJWE:CG102:1257,PHN11_PHG47_0251/CG102,2,1,26,9,37,,28,6,30,110,,,,40,5/16/14,10/16/14,7/25/14,7/25/14,70,70,195,85,63,0,0,23.6,56.7,22.99,146.9883042,,,,
2014,IAH2,2185429,13WJWE:LH198:3343,MO44_PHW65_0035/LH198,2,8,248,52,69,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,237,134,63,3,0,21.2,56.3,17.22,146.9547316,,,,
2014,NEH1,2212879,13WJWE:LH185:2301,CGR03/LH185,1,5,147,5,3,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/13/14,7/13/14,58,58,209,88,63,0,0,14.6,60.3,16.28,146.2673365,,,,
2014,IAH4,2186391,13WJWE:LH185:2859,Z022E0121/LH185,2,5,167,44,41,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,238,123,63,48,2,18.3,54.8,16.52,146.1693476,,,,
2014,IAH3,2167381,13WJWE:LH198:3214,M0172/LH198,1,6,219,23,76,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,200,90,63,,0,18,57.2,16.44,145.9956361,,,,
2014,ONH1,2210125,13WJWE:CG102:1143,CG44/CG102,2,9,259,41,3,,22,3,30,97.5,,,,76,5/19/14,11/4/14,7/26/14,7/27/14,68,69,241,95,63,,0,24.4,64.5,20.44,145.895268,,,,
2014,IAH1a,2184532,13WJWE:LH185:2460,PHN11_LH145_0003/LH185,1,4,100,11,25,,20,3,30,85,,,,72,5/17/14,10/21/14,7/18/14,7/18/14,62,62,190,69,63,0,0,16.6,53,16.09,145.3269985,,,,
2014,TXH2,2219433,WE13-195ISO-205-X-POL-195,M0325/LH195,2,2,42,17,19,,20,2,30,90,,,,,4/23/14,9/30/14,7/13/14,7/14/14,81,82,219,78,63,0,2,15.9,60.3,16.85,144.9427599,,,,
2014,TXH1,2218677,13SAJL:NURSE:0133,LH74/PHG35,2,3,41,12,23,,25,4,30,105,,,,47,3/1/14,8/21/14,5/20/14,5/20/14,80,80,170,79,63,,,11,58,18.55,144.7397294,,,,
2014,TXH1,2218544,WE13-80ISO-250-X-POL-80.2,PHN11_OH43_0215/PB80,1,5,131,7,12,,25,4,30,105,,,,47,3/1/14,8/21/14,5/20/14,5/21/14,80,81,206,94,63,,,11.9,59.7,18.48,142.7354048,,,,
2014,IAH2,2185136,13WJWE:LH198:3154,M0001/LH198,1,2,14,3,71,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,210,90,63,0,1,18.9,59.5,16.24,142.6366362,,,,
2014,IAH1c,2187346,13WJWE:CG102:1391,Z022E0006/CG102,2,6,174,38,5,,20,3,30,85,,,,72,5/9/14,10/20/14,7/11/14,7/17/14,63,69,183,80,63,0,2,19.5,54.2,16.36,142.6275391,,,,
2014,NYH1,2214556,13WJWE:CG102:1107,M0172/CG102,1,4,123,4,12,,21,4,30,85,,,,80,5/29/14,12/8/14,7/31/14,,63,,251,129,63,5,0,17.7,,15.99,142.5189152,,,,
2014,NYH1,2214601,13WJWE:LH198:3757,Z022E0134/LH198,1,2,64,2,27,,21,4,30,85,,,,80,5/29/14,12/8/14,8/10/14,,73,,254,138,63,0,16,23.8,,17.14,141.445781,,,,
2014,IAH3,2167383,13WJWE:LH198:3100,M0309/LH198,1,6,224,24,78,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,214,95,63,,0,18.9,54.3,16.05,140.9678578,,,,
2014,NEH1,2212952,13WJWE:LH185:2349,MO44_PHW65_0126/LH185,1,7,232,8,11,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/14/14,,59,,212,85,63,0,2,15.5,59.6,15.83,140.7254693,,,,
2014,ONH2,2215838,13WJWE:LH198:3868,Z022E0003/LH198,1,6,175,7,1,,20,3,30,87.5,,,,40,5/27/14,11/29/14,7/30/14,8/4/14,64,69,241,110,63,0,57,29.3,64.1,18.88,140.4288973,,,,
2014,GAH1,2220056,WE13-195ISO-108-X-POL-195,PHB47/LH195,2,3,72,17,22,,20,6,36,84,,,,72,4/4/14,9/11/14,6/11/14,6/11/14,68,68,210,90,63,0,1,17.3,70.7,15.49,140.3850226,,,,
2014,NEH1,2213099,LOCAL_CHECK,HOEGEMEYER HYBRID,2,7,256,15,35,Yes,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/18/14,7/18/14,63,63,205,97,63,0,2,14,61,15.46,139.8759415,,,,
2014,NYH1,2214541,GTF-01:62,CG108/LH162,1,1,19,1,19,,21,4,30,85,,,,80,5/29/14,12/8/14,7/24/14,,56,,239,119,63,0,6,17.5,,15.65,139.82747,,,,
2014,NEH1,2213166,13WJWE:LH185:2373,MOG_LH123HT-200-1-1-1-1-B/LH185,2,3,133,12,17,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/13/14,7/13/14,58,58,227,112,63,0,2,15.1,60,15.65,139.7838874,,,,
2014,TXH1,2218769,WE13-80ISO-360-X-POL-80,LH57/PB80,2,2,20,11,3,,25,4,30,105,,,,47,3/1/14,8/21/14,5/21/14,5/22/14,81,82,168,61,63,,,11.1,55.9,17.88,139.3551783,,,,
2014,IAH2,2185118,13WJWE:LH198:3193,M0003/LH198,1,2,26,4,70,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,230,107,63,5,1,21,58.5,16.28,139.2854338,,,,
2014,TXH1,2218852,WE13-195ISO-307-X-POL-195.2,Z022E0110/LH195,2,10,250,18,22,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/25/14,84,85,185,69,63,,,11,57.6,17.77,138.6536384,,,,
2014,MNH1,2235837,13WJWE:CG102:1245,PHN11_OH43_0001/CG102,2,1,24,9,39,,28,6,30,110,,,,40,5/16/14,10/16/14,7/23/14,7/25/14,68,70,210,90,63,3,4,26.3,54.8,22.42,138.2781453,,,,
2014,NYH1,2214772,13SAJL:NURSE:0109,LH74/PHM49,2,8,228,14,6,,21,4,30,85,,,,80,5/29/14,12/8/14,8/5/14,,68,,241,126,63,0,4,17.9,,15.53,138.0825574,,,,
2014,GAH1,2220081,WE13-195ISO-056-X-POL-195,PHN11_PHW65_0237/LH195,2,1,10,14,7,,20,6,36,84,,,,72,4/4/14,9/11/14,6/11/14,6/11/14,68,68,230,90,63,0,0,14.8,70,14.72,137.439401,,,,
2014,IAH1a,2184721,13WJWE:LH198:3757,Z022E0134/LH198,2,12,411,43,44,,20,3,30,85,,,,72,5/17/14,10/21/14,7/22/14,7/24/14,66,68,182,85,63,0,0,23.7,53.5,16.6,137.1692725,,,,
2014,ILH1,2210723,13WJWE:LH198:3694,Z013E0055/LH198,2,3,81,6,49,,20,3,30,87.5,,,,,5/6/14,10/7/14,7/15/14,7/18/14,70,73,231,110,63,0,0,20.4,53.9,16.18,135.49606,,,,
2014,MOH2,2212550,WE13-195ISO-406-X-POL-195,Z013E0088/LH195,2,9,251,19,12,,20,3,36,102,,,,70,5/5/14,11/13/14,7/10/14,7/11/14,66,67,260,108,63,0,1,13.7,,17.12,133.3390999,,,,
2014,GAH1,2220032,WE13-195ISO-228-X-POL-195,M0010/LH195,2,7,195,22,16,,20,6,36,84,,,,72,4/4/14,9/11/14,6/9/14,6/11/14,66,68,240,100,63,2,2,15.2,73.2,14.34,133.262775,,,,
2014,NEH1,2212818,13WJWE:LH185:2856,Z022E0009/LH185,1,3,84,4,11,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/13/14,7/17/14,58,62,212,94,63,0,1,15.3,59.7,14.89,132.6823607,,,,
2014,WIH1,2216350,13WJWE:CG102:1430,Z022E0121/CG102,1,4,109,12,11,,24,3,30,107.5,,,,80,5/9/14,10/28/14,7/17/14,7/18/14,69,70,237,117,63,34,0,18,54.4,18.89,132.6418227,,,,
2014,NYH1,2214882,13WJWE:LH198:3124,M0118/LH198,2,2,20,8,20,,21,4,30,85,,,,80,5/29/14,12/8/14,8/6/14,,69,,251,139,63,0,6,21.5,,15.48,131.6027069,,,,
2014,NEH1,2213193,13WJWE:LH185:2547,PHW65_MOG_0176/LH185,2,3,120,12,30,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/13/14,7/13/14,58,58,205,90,63,0,6,15.8,59.3,14.84,131.4562001,,,,
2014,NEH1,2212929,13WJWE:LH185:2355,MO44_PHW65_0193/LH185,1,7,215,7,9,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/12/14,7/12/14,57,57,203,82,63,0,0,14.6,60.4,14.61,131.2632547,,,,
2014,NYH1,2214568,13WJWE:CG102:1023,M0378/CG102,1,4,126,4,15,,21,4,30,85,,,,80,5/29/14,12/8/14,7/31/14,,63,,271,137,63,3,5,17.5,,14.63,130.7141141,,,,
2014,TXH2,2219039,WE13-80ISO-110-X-POL-80.2,M0328/PB80,1,6,142,9,19,,20,2,30,90,,,,,4/23/14,9/30/14,7/14/14,7/15/14,82,83,196,93,63,0,2,14.9,59.2,15,130.5633981,,,,
2014,TXH1,2218703,WE13-80ISO-088-X-POL-80,M0262/PB80,2,4,76,13,17,,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/23/14,83,83,193,76,63,,,12.2,59.2,16.96,130.5491954,,,,
2014,IAH2,2185138,13WJWE:CG102:1136,CG119/CG102,1,6,184,20,68,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,195,80,63,0,0,19.9,56.8,15.02,130.2946723,,,,
2014,NYH1,2215009,13WJWE:LH198:3142,M0101/LH198,2,9,259,14,37,,21,4,30,85,,,,80,5/29/14,12/8/14,8/10/14,,73,,254,143,63,0,5,20.8,,15.18,130.2030514,,,,
2014,MOH2,2212440,WE13-80ISO-401-X-POL-80.3,Z022E0059/PB80,2,7,204,17,25,,20,3,36,102,,,,70,5/5/14,11/13/14,7/4/14,7/4/14,60,60,237,119,63,2,0,12.8,,16.53,130.0865217,,,,
2014,TXH1,2218694,WE13-80ISO-393-X-POL-80,M0016/PB80,2,4,82,13,11,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/23/14,82,83,178,79,63,,,12.1,56.7,16.87,130.0043228,,,,
2014,NEH1,2213053,13WJWE:LH185:2046,M0378/LH185,2,6,193,14,31,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/18/14,7/20/14,63,65,218,111,63,0,3,14.5,60.4,14.28,128.4486086,,,,
2014,MOH2,2212508,WE13-80ISO-343-X-POL-80,PHN11_PHW65_0359/PB80,2,2,58,12,4,,20,3,36,102,,,,70,5/5/14,11/13/14,7/3/14,7/3/14,59,59,216,97,63,0,5,12.2,,16.16,128.0497797,,,,
2014,GAH1,2220039,WE13-195ISO-157-X-POL-195,M0031/LH195,2,7,193,22,14,,20,6,36,84,,,,72,4/4/14,9/11/14,6/13/14,6/13/14,70,70,230,90,63,0,0,15,70.2,13.72,127.8017751,,,,
2014,GAH1,2220058,WE13-195ISO-231-X-POL-195,W10005_0346/LH195,2,3,74,17,20,,20,6,36,84,,,,72,4/4/14,9/11/14,6/11/14,6/11/14,68,68,220,90,63,0,2,16.8,69.5,14.01,127.739529,,,,
2014,IAH4,2186119,13WJWE:LH185:2079,M0075/LH185,1,1,10,2,44,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,230,100,63,0,0,18,55.8,14.36,127.5241688,,,,
2014,IAH1a,2184413,13WJWE:LH185:2055,M0266/LH185,1,7,231,25,34,,20,3,30,85,,,,72,5/17/14,10/21/14,7/24/14,7/26/14,68,70,204,99,63,0,0,20.1,52.1,14.65,126.7677007,,,,
2014,TXH1,2218721,WE13-80ISO-202-X-POL-80,Z022E0083/PB80,2,6,147,15,16,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,196,89,63,,,12.9,57.6,16.47,125.7666781,,,,
2014,NYH1,2214820,13WJWE:CG102:1050,M0309/CG102,2,5,178,12,30,,21,4,30,85,,,,80,5/29/14,12/8/14,8/1/14,,64,,258,132,63,0,2,17.3,,14.04,125.7467666,,,,
2014,TXH1,2218888,WE13-195ISO-055-X-POL-195,PHN11_PHG47_0048/LH195,2,9,232,18,4,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/24/14,84,84,168,79,63,,,10.9,57.8,16.08,125.6080821,,,,
2014,WIH1,2216664,13WJWE:LH198:3031,M0262/LH198,2,1,5,2,17,,24,3,30,107.5,,,,80,5/9/14,10/28/14,7/26/14,7/27/14,78,79,237,123,63,0,0,20.6,57.9,18.43,125.3084934,,,,
2014,ILH1,2210815,13WJWE:LH198:3316,MO44_LH145_0138/LH198,2,4,102,7,85,,20,3,30,87.5,,,,,5/6/14,10/7/14,7/10/14,7/13/14,65,68,215,96,63,0,0,16.7,55.4,14.29,125.2311337,,,,
2014,TXH1,2218570,WE13-195ISO-318-X-POL-195.2,M0001/LH195,1,2,15,4,17,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/25/14,84,85,201,97,63,,,11.7,59.6,16.16,125.0995927,,,,
2014,TXH1,2218536,WE13-80ISO-039-X-POL-80,PHN11_OH43_0075/PB80,1,5,113,7,30,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/21/14,82,81,201,94,63,,,11.8,58.2,16.11,124.5712899,,,,
2014,MOH2,2212449,WE13-80ISO-012-X-POL-80,Z022E0005/PB80,2,7,209,17,30,,20,3,36,102,,,,70,5/5/14,11/13/14,7/7/14,7/7/14,63,63,200,111,63,7,2,12.5,,15.7,123.979725,,,,
2014,ILH1,2210336,13SAJL:NURSE:0013,WF9/C103,1,6,151,9,27,,20,3,30,87.5,,,,,5/6/14,9/30/14,7/13/14,7/19/14,68,74,263,137,63,2,0,17.9,54.9,14.31,123.5998298,,,,
2014,TXH2,2219014,13SAJL:NURSE:0139,B73/PHG35,1,8,172,10,12,,20,2,30,90,,,,,4/23/14,9/30/14,7/13/14,7/14/14,81,82,191,80,63,0,2,15.5,60.2,14.3,123.5928571,,,,
2014,WIH1,2216376,13WJWE:LH198:3031,M0262/LH198,1,5,135,15,8,,24,3,30,107.5,,,,80,5/9/14,10/28/14,7/29/14,7/29/14,81,81,235,118,63,0,0,20.8,57.3,18.18,123.2973468,,,,
2014,IAH1a,2184653,GTF-01:54,CG118/CG44,2,11,385,40,39,,20,3,30,85,,,,72,5/17/14,10/21/14,7/11/14,7/15/14,55,59,224,92,63,0,0,15.3,54.1,13.4,122.9171319,,,,
2014,TXH2,2219221,WE13-195ISO-056-X-POL-195,PHN11_PHW65_0237/LH195,1,9,225,13,16,,20,2,30,90,,,,,4/23/14,9/30/14,7/12/14,7/13/14,80,81,191,76,63,0,0,16.7,60.4,14.42,122.8601064,,,,
2014,NEH1,2213196,13WJWE:LH185:2367,MOG_LH123HT-074-1-1-1-1-B/LH185,2,3,125,12,25,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/13/14,7/21/14,58,66,235,100,63,0,4,15.1,60.2,13.74,122.7240008,,,,
2014,GAH1,2220025,LOCAL_CHECK,DKC 69-72,2,6,179,21,3,Yes,20,6,36,84,,,,72,4/4/14,9/11/14,6/16/14,6/16/14,73,73,240,110,63,0,5,16.7,69.1,13.44,122.6897041,,,,
2014,GAH1,2220033,WE13-195ISO-205-X-POL-195,M0325/LH195,2,7,194,22,15,,20,6,36,84,,,,72,4/4/14,9/11/14,6/13/14,6/13/14,70,70,250,110,63,0,2,14.7,71.2,13.09,122.3636791,,,,
2014,TXH2,2219196,WE13-195ISO-108-X-POL-195,PHB47/LH195,1,5,108,7,13,,20,2,30,90,,,,,4/23/14,9/30/14,7/13/14,7/14/14,81,82,193,73,63,0,0,15.9,56.7,14.2,122.1476077,,,,
2014,TXH2,2219019,13SAJL:NURSE:0157,LH74/PHN82,1,8,169,10,9,,20,2,30,90,,,,,4/23/14,9/30/14,7/7/14,7/8/14,75,76,208,85,63,0,2,14.8,60.4,13.88,120.9566322,,,,
2014,TXH1,2218522,WE13-80ISO-225-X-POL-80,MOG_MO45-085-1-1-1-1-B/PB80,1,5,102,6,34,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/23/14,82,83,208,97,63,,,12.6,59.2,15.62,119.6868117,,,,
2014,NYH1,2214633,13WJWE:LH198:3040,M0024/LH198,1,7,159,5,11,,21,4,30,85,,,,80,5/29/14,12/8/14,8/10/14,,73,,266,140,63,0,3,18.1,,13.49,119.6520271,,,,
2014,IAH1a,2184981,LOCAL_CHECK,MBS2747_MBS9508,2,7,231,25,44,Yes,20,3,30,85,,,,72,5/17/14,10/21/14,7/23/14,7/27/14,67,71,200,120,63,0,0,23.9,54.5,14.51,119.5848817,,,,
2014,NEH1,2212928,13WJWE:LH185:2340,MO44_PHW65_0025/LH185,1,7,229,8,8,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/14/14,7/16/14,59,61,214,87,63,0,2,15.8,59.3,13.42,118.8775071,,,,
2014,GAH1,2219983,WE13-80ISO-030-X-POL-80,MO44_LH145_0081/PB80,2,6,150,20,15,,20,6,36,84,,,,72,4/4/14,9/11/14,6/13/14,6/13/14,70,70,230,100,63,0,9,15,75.7,12.65,117.834727,,,,
2014,IAH2,2185290,13WJWE:LH185:2214,M0172/LH185,1,4,120,13,65,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,210,65,63,0,0,19.9,55.2,13.57,117.7162918,,,,
2014,TXH2,2219414,WE13-80ISO-322-X-POL-80,MOG_MO45-054-1-1-1-1-B/PB80,2,7,159,22,19,,20,2,30,90,,,,,4/23/14,9/30/14,7/12/14,7/13/14,80,81,180,86,63,1,0,16,51.3,13.68,117.5346745,,,,
2014,IAH1a,2184689,13WJWE:LH198:3127,M0269/LH198,2,6,209,22,43,,20,3,30,85,,,,72,5/17/14,10/21/14,7/23/14,7/29/14,67,73,206,115,63,0,22,18.1,55.1,13.22,117.2572126,,,,
2014,NEH1,2213207,13WJWE:LH185:2475,PHN11_LH145_0062/LH185,2,3,76,11,3,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/9/14,7/8/14,54,53,194,87,63,0,1,13.6,61.1,12.85,116.8024499,,,,
2014,MNH1,2235823,13WJWE:CG102:1235,PHN11_LH145_0003/CG102,2,1,56,9,7,,28,6,30,110,,,,40,5/16/14,10/16/14,7/20/14,7/23/14,65,68,167,62,63,0,0,22.4,58.4,17.96,116.6322096,,,,
2014,IAH3,2185722,13WJWE:LH198:3004,B73_NC230-041-1-1-1-1/LH198,1,1,46,6,80,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,223,108,63,,4,21.7,53.9,13.73,116.427751,,,,
2014,TXH2,2219285,13SAJL:NURSE:0151,PHW52/PHN82,2,1,26,16,6,,20,2,30,90,,,,,4/23/14,9/30/14,7/7/14,7/8/14,75,76,194,76,63,0,14,15.1,61.3,13.39,116.2756813,,,,
2014,NYH1,2214604,13WJWE:LH198:3850,Z022E0073/LH198,1,2,69,2,32,,21,4,30,85,,,,80,5/29/14,12/8/14,8/7/14,,70,,247,109,63,0,14,23.6,,13.88,114.8436624,,,,
2014,GAH1,2219900,WE13-80ISO-208-X-POL-80,M0008/PB80,2,5,109,18,18,,20,6,36,84,,,,72,4/4/14,9/11/14,6/11/14,6/11/14,68,68,240,100,63,0,3,16.1,72.8,12.44,114.3789723,,,,
2014,TXH2,2219020,13SAJL:NURSE:0121,PHG39/PHG35,1,8,187,11,14,,20,2,30,90,,,,,4/23/14,9/30/14,7/15/14,7/16/14,83,84,203,82,63,0,0,16.1,61.4,13.09,112.3316745,,,,
2014,IAH1b,2187008,WE13-195ISO-149-X-POL-195,TX303/LH195,2,5,108,38,23,,20,3,30,85,,,,72,5/17/14,10/20/14,,,,,200,100,63,0,0,30.9,51.6,14.92,111.6531756,,,,
2014,TXH1,2218857,WE13-195ISO-232-X-POL-195,W10004_0097/LH195,2,10,259,18,31,,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/22/14,83,82,163,53,63,,,12.1,57.2,14.44,111.2781519,,,,
2014,ILH1,2210596,13SAJL:NURSE:0037,WF9/MO17,2,7,216,12,79,,20,3,30,87.5,,,,,5/6/14,10/7/14,7/10/14,7/15/14,65,70,243,121,63,34,0,18.6,50.7,12.98,111.1563248,,,,
2014,GAH1,2220062,WE13-195ISO-412-X-POL-195,Z013E0026/LH195,2,8,207,23,9,,20,6,36,84,,,,72,4/4/14,9/11/14,6/13/14,6/13/14,70,70,210,,63,0,16,16.8,73.9,12.17,110.9628885,,,,
2014,MNH1,2235462,13WJWE:CG102:1064,M0269/CG102,1,2,78,3,4,,28,6,30,110,,,,40,5/16/14,10/16/14,7/26/14,7/29/14,71,74,187,83,63,6,0,20.6,59.6,16.6,110.300896,,,,
2014,NEH1,2213040,13WJWE:LH185:2112,M0051/LH185,2,6,188,14,36,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/18/14,7/18/14,63,63,208,84,63,0,0,13.4,61,12.06,109.8753526,,,,
2014,NEH1,2212813,13WJWE:LH185:2835,Z022E0005/LH185,1,3,91,4,18,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/12/14,7/13/14,57,58,221,106,63,0,1,14.9,60,12.25,109.6732544,,,,
2014,GAH1,2219706,WE13-80ISO-027-X-POL-80,LH51/PB80,1,7,164,9,14,,20,6,36,84,,,,72,4/4/14,9/11/14,6/13/14,6/13/14,70,70,230,100,63,0,0,15.6,69.3,11.84,109.5110638,,,,
2014,IAH2,2185470,13WJWE:LH198:3727,Z013E0079/LH198,2,2,82,35,74,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,230,100,63,0,0,23.7,56.5,13.22,109.2396254,,,,
2014,TXH2,2219511,WE13-195ISO-378-X-POL-195.2,PHN11_PHW65_0101/LH195,2,3,79,18,19,,20,2,30,90,,,,,4/23/14,9/30/14,7/14/14,7/15/14,82,83,172,85,63,0,0,16.1,58.7,12.67,108.7274496,,,,
2014,TXH2,2219461,WE13-195ISO-276-X-POL-195,Z013E0021/LH195,2,6,141,22,1,,20,2,30,90,,,,,4/23/14,9/30/14,7/13/14,7/14/14,81,82,183,70,63,0,7,17.4,48,12.78,107.9720946,,,,
2014,TXH2,2219357,WE13-80ISO-120-X-POL-80,Z013E0074/PB80,2,4,105,20,5,,20,2,30,90,,,,,4/23/14,9/30/14,7/15/14,7/16/14,83,84,195,84,63,0,1,16.6,53.9,12.58,107.3117599,,,,
2014,NEH1,2212930,13WJWE:LH185:2397,MOG_MO45-030-1-1-1-1-B/LH185,1,7,209,7,15,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/14/14,7/17/14,59,62,213,95,63,0,9,18.2,58.1,12.43,106.9693888,,,,
2014,MNH1,2235813,13WJWE:CG102:1236,PHN11_LH145_0005/CG102,2,1,57,9,6,,28,6,30,110,,,,40,5/16/14,10/16/14,7/21/14,7/24/14,66,69,187,77,63,0,0,19.8,60.4,15.78,105.9087438,,,,
